from_id,to_id,ordering,category
nm0678689,tt0043302,6,actor
nm0601373,tt0176271,2,actor
nm7514163,tt37350726,2,actress
nm0419682,tt14728884,4,actress
nm1978618,tt3398978,7,actress
nm0267740,tt0117452,10,actor
nm0284772,tt0778795,4,actor
nm11732586,tt40598751,3,actress
nm17922250,tt39049570,10,actress
nm0257264,tt0067062,5,actor
nm2382273,tt0859633,3,actor
nm6383798,tt13873466,5,actor
nm3371857,tt1431274,9,actor
nm3891495,tt11199058,9,actress
nm0660311,tt0129166,1,actor
nm0758656,tt8174346,1,actor
nm1418737,tt10815648,3,actress
nm6886155,tt2530316,6,actress
nm0410753,tt0090825,7,actor
nm7077085,tt4386364,5,actor
nm0612487,tt0104094,1,actor
nm0099244,tt0812225,1,actress
nm0865799,tt10055676,2,actor
nm12469927,tt16296688,1,actress
nm1951300,tt0207693,7,actor
nm2143976,tt0495131,6,actor
nm2790414,tt7177020,3,actor
nm12083561,tt8128620,7,actor
nm0027984,tt0089663,9,actor
nm1087005,tt0301775,5,actor
nm0720441,tt0261087,6,actress
nm6763608,tt4767594,3,actor
nm0702446,tt0056514,5,actress
nm6928856,tt42026795,4,actress
nm2756598,tt4203158,9,actress
nm0659427,tt0036200,6,actor
nm4252685,tt2552570,4,actress
nm0004437,tt0187049,1,actress
nm13420892,tt15071094,4,actor
nm0580992,tt0072436,1,actor
nm0555227,tt0314170,6,actor
nm1050811,tt3685236,6,actor
nm1145982,tt4788602,10,actress
nm0023851,tt2024453,2,actor
nm4537002,tt1982614,3,actress
nm1367450,tt1230364,4,actress
nm0272888,tt0241471,5,actress
nm0014242,tt2187976,2,actor
nm7283185,tt27330757,3,actor
nm0098168,tt10932638,7,actress
nm0735959,tt0067887,1,actress
nm0676070,tt21146020,2,actress
nm1295827,tt1772762,6,actor
nm0463804,tt0276191,5,actor
nm7938323,tt5132364,5,actress
nm4707135,tt3244886,2,actress
nm1047761,tt0757873,8,actor
nm15476666,tt29952231,4,actor
nm16286598,tt32730499,10,actress
nm12528882,tt6045964,5,actor
nm2639056,tt0287401,7,actress
nm0292433,tt0034905,4,actor
nm0001657,tt0093983,3,actor
nm1516741,tt2072289,8,actor
nm10069463,tt36614749,7,actress
nm2423468,tt1352386,1,actress
nm0369749,tt0127230,1,actress
nm0405586,tt0815238,4,actor
nm0000448,tt0090605,5,actor
nm0026426,tt0051725,10,actor
nm0028307,tt3680106,1,actor
nm13184054,tt28959493,7,actress
nm0492908,tt0032731,6,actor
nm0039906,tt11150620,1,actress
nm0473322,tt0439809,6,actor
nm9728137,tt3421108,1,actress
nm0502745,tt0037024,7,actress
nm1034028,tt0290520,7,actor
nm0286570,tt28208626,3,actor
nm2697210,tt1053247,6,actress
nm11707373,tt18671246,7,actress
nm1111119,tt0207419,6,actor
nm10590826,tt15850482,6,actress
nm0221791,tt0118843,8,actor
nm4706801,tt2076158,1,actor
nm0518763,tt43551109,4,actress
nm6955674,tt3548980,3,actor
nm2511015,tt1288564,1,actress
nm0917620,tt0128165,1,actor
nm5476009,tt13848128,9,actor
nm2700445,tt37502043,5,actress
nm3463877,tt1966344,6,actor
nm0801721,tt0031315,4,actor
nm1515507,tt3952246,8,actor
nm5027561,tt8961774,4,actor
nm0858977,tt0020269,3,actor
nm0248397,tt4217446,7,actress
nm0465236,tt9816816,4,actor
nm9473538,tt9257920,1,actress
nm1505931,tt43399126,6,actor
nm0417795,tt6647726,2,actress
nm4389267,tt7094086,3,actor
nm0008739,tt1045206,4,actor
nm0167407,tt0032118,1,actress
nm1837967,tt1205535,4,actress
nm3825890,tt17633766,3,actor
nm3891598,tt0299554,10,actor
nm0616406,tt0059833,1,actress
nm0534867,tt0256865,3,actor
nm10676529,tt37961878,3,actress
nm15566188,tt30329283,8,actress
nm0191745,tt0035785,4,actor
nm0406608,tt0063201,3,actor
nm6848620,tt4125602,3,actor
nm4683274,tt5547880,2,actor
nm5213511,tt14338162,3,actor
nm0138980,tt0968270,2,actress
nm6739910,tt4702752,8,actor
nm1839980,tt14604836,2,actor
nm0595909,tt2660732,8,actor
nm0518660,tt0333400,3,actor
nm0558659,tt0031011,6,actress
nm5559490,tt28662183,7,actor
nm13047289,tt14091214,10,actor
nm0932270,tt0053634,4,actor
nm1760295,tt1226315,6,actress
nm2803203,tt0164635,2,actress
nm1816814,tt8523286,1,actor
nm5701208,tt15163876,5,actor
nm0835819,tt0019207,1,actor
nm2325861,tt2343745,3,actor
nm1406374,tt6516796,7,actress
nm0000444,tt2229499,5,actress
nm4140381,tt3709744,3,actor
nm0541908,tt5009286,4,actor
nm0948154,tt0105196,2,actress
nm0038951,tt0320441,2,actor
nm3428003,tt14202792,6,actress
nm1438765,tt10385556,7,actor
nm1035295,tt11268780,1,actor
nm10634889,tt10218570,3,actress
nm0659266,tt0359729,10,actress
nm0646742,tt0214219,7,actor
nm3155621,tt28618729,4,actress
nm0021619,tt0211362,1,actor
nm2396655,tt8801584,10,actor
nm0000902,tt3503406,5,actor
nm12205499,tt32275404,2,actress
nm5370209,tt0324287,10,actor
nm2858875,tt1659216,8,actress
nm0567167,tt34386603,4,actor
nm0892857,tt0090576,4,actress
nm2847166,tt6470834,5,actor
nm0759079,tt0010731,9,actress
nm3337965,tt12137964,7,actress
nm0997613,tt0208060,8,actor
nm0195926,tt1360793,10,actor
nm0053269,tt0230656,10,actor
nm0253778,tt0051925,5,actress
nm1445844,tt28585739,3,actress
nm7901259,tt9686586,7,actor
nm11026700,tt27745236,8,actor
nm2556031,tt1518209,6,actor
nm16718959,tt34552660,8,actor
nm7318219,tt4675846,9,actress
nm0464945,tt0075238,1,actor
nm2616045,tt5460854,9,actor
nm4207423,tt2322392,1,actress
nm0576851,tt0073709,5,actor
nm0539605,tt0135749,10,actress
nm0487255,tt0142756,3,actress
nm0068552,tt0251806,2,actor
nm0875237,tt0047594,4,actor
nm2663486,tt1035462,9,actress
nm0590862,tt2076994,2,actor
nm2147526,tt0072026,4,actor
nm0710036,tt0320524,3,actor
nm0007214,tt0024483,3,actor
nm0494418,tt0033168,5,actress
nm1790524,tt0096239,10,actor
nm1746600,tt16409118,7,actor
nm3118835,tt17277414,4,actor
nm0627969,tt32338202,1,actor
nm14965913,tt32880494,3,actor
nm0628111,tt0014707,2,actress
nm0454698,tt0277010,9,actor
nm6344085,tt3950968,4,actor
nm5252984,tt4083468,10,actor
nm0599973,tt1193574,5,actor
nm0865573,tt0382531,8,actor
nm0015142,tt4060708,1,actor
nm0914386,tt0059894,6,actor
nm6167612,tt6748368,2,actress
nm0214790,tt0156904,1,actor
nm0953429,tt15303360,7,actor
nm0000669,tt0101540,10,actor
nm2064015,tt0218843,9,actress
nm1314521,tt8870800,8,actor
nm7438673,tt7753216,4,actor
nm6377700,tt1587702,11,actor
nm0802374,tt0359534,1,actor
nm0348911,tt0171393,10,actress
nm1143713,tt5397076,2,actress
nm0708032,tt1445072,6,actor
nm0609260,tt0059349,8,actor
nm12545113,tt14586662,3,actor
nm0282262,tt0081411,6,actor
nm0322165,tt0077316,1,actor
nm0883073,tt0215796,2,actress
nm13849973,tt21288456,6,actor
nm0359248,tt3800176,2,actress
nm0944143,tt3453810,5,actress
nm0938464,tt0013724,3,actor
nm0061574,tt10579092,4,actress
nm0366279,tt0169004,5,actor
nm14468140,tt33040257,9,actress
nm0793384,tt2987958,5,actor
nm0188150,tt0085338,1,actor
nm0001922,tt0039852,3,actor
nm0417314,tt0353786,4,actor
nm0305182,tt0356776,9,actor
nm3016202,tt1233534,3,actress
nm5042635,tt31473455,7,actress
nm7265202,tt4608724,4,actor
nm2429968,tt1743944,4,actor
nm0175916,tt31121295,5,actor
nm13664941,tt7058612,8,actress
nm10669791,tt10541134,2,actor
nm2684081,tt0134306,13,actor
nm5598573,tt11998406,2,actor
nm0033475,tt0052685,10,actor
nm4535705,tt3717324,1,actor
nm9989409,tt8658858,4,actor
nm0798440,tt0057979,4,actress
nm2306810,tt32231343,10,actor
nm0287783,tt0071849,3,actor
nm0161075,tt0250292,5,actress
nm0201219,tt0126603,1,actor
nm8892170,tt6724502,2,actor
nm0623434,tt0359471,8,actor
nm13062515,tt14609690,7,actress
nm7699156,tt13218632,2,actress
nm0808057,tt0265459,4,actor
nm0723801,tt0189653,8,actress
nm0488565,tt0250947,3,actor
nm13104457,tt8365390,10,actor
nm0482647,tt0095403,3,actor
nm0793384,tt0072413,7,actor
nm1434372,tt43625955,4,actor
nm3110030,tt0191876,11,actress
nm9713658,tt8553878,10,actress
nm0002099,tt0083236,3,actor
nm0891744,tt0154803,7,actor
nm2649940,tt1535962,9,actor
nm0478165,tt1138174,4,actress
nm8764093,tt32205746,3,actress
nm0592993,tt0213985,1,actor
nm0915458,tt11100856,2,actor
nm0720225,tt0797850,6,actor
nm0004569,tt0294662,2,actor
nm12392115,tt14266894,1,actor
nm4625497,tt2011102,3,actor
nm2746852,tt1339340,10,actress
nm0415491,tt0099280,10,actor
nm15950995,tt31852614,7,actress
nm0896643,tt1528786,1,actor
nm0405891,tt0031326,5,actor
nm0103977,tt0342116,9,actor
nm0619309,tt0324403,4,actor
nm9367141,tt7547610,4,actor
nm5108743,tt6329874,5,actor
nm9742318,tt29114029,7,actress
nm6893704,tt28356777,9,actress
nm12015477,tt34581148,3,actor
nm0528022,tt0004731,1,actress
nm10800104,tt10556464,7,actress
nm10107134,tt8969962,4,actress
nm14631647,tt12862042,8,actor
nm16818659,tt34966354,8,actor
nm1999267,tt0428965,5,actress
nm6833014,tt1879037,4,actor
nm10368148,tt2081351,5,actor
nm0464780,tt36551651,6,actor
nm1516918,tt14283236,10,actress
nm14824233,tt27674542,8,actor
nm0597995,tt0021634,10,actor
nm1930297,tt29567519,1,actress
nm6036388,tt14097538,3,actress
nm0649090,tt0076121,1,actor
nm0347851,tt0133185,7,actor
nm0864797,tt0420050,7,actor
nm15927634,tt32127838,3,actor
nm0630357,tt0226851,3,actress
nm0495084,tt0048541,9,actress
nm0063218,tt0111653,2,actor
nm3258450,tt2104891,1,actress
nm13042618,tt39830449,1,actress
nm0844558,tt0037979,10,actress
nm0144315,tt0085516,9,actor
nm0382195,tt0032908,8,actor
nm12451321,tt15513982,8,actor
nm1862666,tt33348127,7,actor
nm0080179,tt0215079,3,actor
nm8130841,tt6714544,2,actress
nm0602413,tt0380535,1,actor
nm0959885,tt14495812,6,actor
nm0488457,tt0304640,6,actor
nm18152613,tt37875517,1,actress
nm3139312,tt1288376,6,actor
nm14280529,tt0049506,8,actor
nm0489861,tt0098046,4,actor
nm2244205,tt2382320,4,actress
nm0154110,tt0054073,2,actor
nm1894563,tt1147524,10,actor
nm0408234,tt15006628,5,actress
nm0890497,tt0159261,9,actress
nm0318811,tt0065385,6,actor
nm0162410,tt0276888,9,actor
nm0489858,tt36958806,1,actor
nm0462013,tt0065443,3,actor
nm2974154,tt0059581,7,actor
nm0864869,tt0033024,7,actor
nm0093301,tt5660672,6,actor
nm11685171,tt0302315,5,actor
nm0253781,tt0261980,6,actor
nm0655893,tt0167779,7,actor
nm0277802,tt12791888,6,actor
nm0895752,tt4429194,2,actor
nm8753960,tt32494145,5,actress
nm5166575,tt3223174,14,actor
nm11771045,tt9738716,7,actor
nm0903750,tt1104085,1,actor
nm11467931,tt13597822,4,actor
nm7471045,tt4878108,2,actor
nm0628757,tt4533838,1,actor
nm6128495,tt6018556,9,actor
nm1753366,tt0417795,7,actor
nm0034946,tt0218524,8,actor
nm9114629,tt28498049,3,actress
nm0735021,tt0016906,8,actress
nm0157262,tt2039324,8,actor
nm11371401,tt11886426,8,actor
nm0619997,tt2647698,2,actress
nm0000152,tt0077405,1,actor
nm6516536,tt3750712,10,actor
nm0000353,tt2278388,5,actor
nm4828967,tt2154745,5,actor
nm0674742,tt0191924,6,actor
nm0493218,tt1728163,9,actor
nm0356219,tt0032559,11,actor
nm4517621,tt0287926,3,actor
nm0838522,tt3877270,1,actor
nm0696614,tt12428424,4,actor
nm0795517,tt0117760,3,actress
nm1505391,tt0231227,9,actress
nm5171189,tt2290261,8,actress
nm0051765,tt7938464,1,actor
nm5735827,tt7565768,2,actress
nm6447294,tt3686544,3,actress
nm9072045,tt35472546,5,actress
nm0002105,tt0156515,2,actress
nm15091682,tt12699978,8,actress
nm13618444,tt19816262,5,actor
nm0889668,tt0191609,4,actor
nm0606700,tt3862750,8,actress
nm7563199,tt4995858,1,actor
nm0659770,tt0100604,9,actor
nm5979412,tt3221122,3,actress
nm0036513,tt1082051,6,actor
nm0000509,tt0031951,3,actor
nm0764697,tt0150864,2,actress
nm1095832,tt1479215,8,actor
nm13910830,tt33319697,10,actor
nm0846525,tt0080627,6,actress
nm0516717,tt0072791,10,actor
nm0874238,tt0274847,7,actor
nm0222544,tt0192723,10,actress
nm0784884,tt0072025,2,actor
nm0649649,tt1847584,8,actor
nm12501663,tt1354065,6,actor
nm10960889,tt10916354,4,actor
nm2937985,tt0187947,5,actor
nm0854304,tt0196221,10,actress
nm0957620,tt0360778,2,actress
nm0991520,tt2255771,2,actress
nm0517444,tt0066206,5,actor
nm3365992,tt12708382,9,actor
nm1276085,tt6900972,10,actor
nm0262108,tt0256013,5,actor
nm0659553,tt0355210,5,actress
nm12518085,tt32058061,7,actress
nm0902486,tt32810302,5,actor
nm0584482,tt0375160,1,actress
nm0181942,tt0140516,5,actor
nm0369696,tt2342091,4,actor
nm1311821,tt1360212,2,actor
nm1292302,tt1575712,10,actor
nm0512693,tt3865874,3,actress
nm1981744,tt0937231,10,actor
nm10136863,tt8242464,9,actress
nm0610731,tt0042731,2,actress
nm3098881,tt0061151,10,actor
nm0024404,tt7428030,2,actress
nm0322360,tt0111009,1,actor
nm0898643,tt0046087,9,actor
nm14060459,tt22168796,5,actor
nm1141404,tt0117699,6,actor
nm14662824,tt0130988,4,actress
nm0000422,tt0460778,2,actor
nm0015081,tt0267351,1,actor
nm1245012,tt0963191,5,actor
nm0214935,tt0014981,8,actress
nm11924557,tt13153680,3,actor
nm0135825,tt0204356,5,actress
nm0278336,tt0267665,2,actress
nm5402906,tt2328678,8,actress
nm1309691,tt0343824,7,actress
nm1002495,tt4330158,3,actress
nm1214610,tt0361853,9,actor
nm6527209,tt3742100,5,actor
nm0797898,tt1534410,9,actor
nm17921302,tt38891011,7,actor
nm6242504,tt0396939,8,actress
nm0339548,tt2391496,1,actor
nm3927965,tt0214277,6,actor
nm0676263,tt0153501,10,actor
nm1367956,tt0203991,4,actress
nm0001448,tt0409379,3,actress
nm11969096,tt13253894,3,actress
nm0451376,tt0350651,3,actress
nm5694659,tt13496272,1,actor
nm3875438,tt0219906,9,actor
nm4303383,tt4377238,3,actor
nm0200229,tt0174810,10,actress
nm2959492,tt1238753,7,actor
nm0623883,tt0348442,7,actress
nm1028777,tt0257510,10,actress
nm5222010,tt3219296,10,actor
nm0556813,tt0029847,8,actor
nm14787200,tt27598240,7,actor
nm5903515,tt10856180,6,actress
nm7778779,tt7938054,3,actor
nm0192838,tt1388778,10,actor
nm2782604,tt43614273,9,actor
nm0424089,tt1087474,2,actress
nm11132919,tt11286806,6,actor
nm3948560,tt6605170,3,actress
nm0813762,tt0278927,10,actor
nm0184722,tt0196869,8,actor
nm1077130,tt0255959,4,actor
nm0033843,tt1989685,3,actor
nm0696481,tt0043829,3,actor
nm2745688,tt0079893,1,actor
nm3821486,tt0202910,10,actress
nm1045970,tt1814671,8,actor
nm16355292,tt33052623,2,actor
nm0241009,tt0050325,4,actress
nm3734026,tt31955232,8,actor
nm0293614,tt0064263,10,actor
nm1759945,tt4539140,1,actress
nm0334909,tt0075786,1,actor
nm0181334,tt5927576,2,actor
nm10479557,tt12719878,4,actor
nm0507116,tt0393961,1,actress
nm2518296,tt1016150,6,actor
nm1242730,tt1318949,5,actor
nm1241925,tt0204290,4,actor
nm6854781,tt4131798,5,actor
nm0702893,tt0949405,2,actress
nm5979058,tt2706264,8,actor
nm4238296,tt1802807,5,actress
nm0048575,tt35623557,8,actress
nm0893639,tt0240226,4,actor
nm10130124,tt10101806,5,actress
nm0571186,tt0032913,8,actor
nm5383217,tt0360609,3,actress
nm0118186,tt3205248,3,actor
nm0000566,tt0223954,2,actress
nm2083892,tt0486937,1,actor
nm5710649,tt6910380,1,actor
nm0757296,tt0092048,6,actor
nm13421722,tt35283352,2,actor
nm2277058,tt3289080,7,actress
nm0150897,tt33509234,5,actor
nm0434577,tt0091370,7,actress
nm0033152,tt16059146,3,actor
nm7729943,tt7205922,6,actor
nm10242165,tt11713524,2,actor
nm3305910,tt11687134,10,actor
nm0176039,tt0076584,6,actor
nm0463953,tt0494959,4,actor
nm0287841,tt0020401,1,actress
nm2180371,tt5641236,4,actress
nm0034492,tt0077265,8,actor
nm0678950,tt0183597,7,actor
nm3725226,tt3424668,2,actor
nm0504537,tt0030396,7,actress
nm0131469,tt2302687,2,actor
nm1552715,tt6686448,8,actor
nm0240616,tt0285327,3,actor
nm9096343,tt24580602,10,actor
nm9461051,tt7714396,4,actor
nm2444239,tt1356957,6,actress
nm0061440,tt0023988,8,actress
nm1692879,tt30327970,3,actor
nm8154215,tt5690218,8,actor
nm1338342,tt0266972,7,actor
nm8136124,tt5713432,10,actor
nm14660904,tt27116135,1,actor
nm4544348,tt2133333,8,actor
nm0950604,tt35871402,5,actor
nm1731965,tt0425185,2,actor
nm0054256,tt3131378,9,actress
nm5667616,tt2905192,4,actress
nm10634696,tt10217336,4,actress
nm14048785,tt33030353,4,actress
nm8578208,tt6241272,7,actor
nm13647702,tt21913850,10,actress
nm5208595,tt5378138,9,actress
nm0274940,tt0162372,7,actor
nm0001698,tt0079261,1,actor
nm12100797,tt32756650,9,actor
nm13914670,tt21602658,1,actor
nm8761490,tt15679116,7,actress
nm6984446,tt16358764,1,actor
nm0370577,tt5856020,2,actor
nm9559338,tt7880648,3,actor
nm0526999,tt0432048,1,actor
nm0423891,tt0060779,9,actor
nm7824539,tt5300028,5,actor
nm0210533,tt1050333,3,actor
nm0063375,tt0005951,5,actor
nm3258127,tt1340576,9,actor
nm3455049,tt14111672,3,actor
nm0993188,tt2149011,3,actress
nm3074480,tt1261393,4,actress
nm0439292,tt9036874,2,actress
nm13878372,tt26255202,8,actress
nm0274864,tt0019594,2,actress
nm0172333,tt0763831,7,actor
nm7415871,tt2543472,9,actor
nm0467553,tt0830629,2,actress
nm1299566,tt21439796,5,actress
nm0359463,tt0191235,8,actress
nm0088396,tt0192293,4,actor
nm0480328,tt0169387,1,actor
nm10656572,tt36047815,4,actress
nm0783256,tt0009936,5,actor
nm0926386,tt0006269,5,actor
nm0471597,tt4111826,5,actor
nm6764701,tt3715086,3,actor
nm0698804,tt0039805,7,actor
nm1191192,tt26685837,8,actress
nm5090408,tt2191612,2,actor
nm0117145,tt0082382,6,actor
nm0571186,tt0016671,4,actor
nm0677840,tt5040310,3,actor
nm0052322,tt0237654,2,actor
nm7860753,tt5816144,5,actor
nm0812492,tt0074418,9,actress
nm5079740,tt8125688,8,actress
nm12528820,tt43684388,2,actor
nm1259756,tt0906013,4,actor
nm14430964,tt25453920,8,actor
nm0449877,tt0147821,4,actress
nm0674757,tt0232083,7,actor
nm1930273,tt3528906,12,actor
nm1555713,tt0338075,5,actress
nm1067548,tt0479709,6,actress
nm0000052,tt0050698,2,actor
nm0628827,tt9635902,5,actor
nm0680587,tt0053947,6,actor
nm2914911,tt1954815,4,actress
nm0196640,tt0253972,9,actor
nm1056237,tt0139294,6,actor
nm3260981,tt21254494,12,actor
nm0558326,tt0049467,9,actress
nm12982214,tt36984480,10,actor
nm7537550,tt10556308,9,actress
nm0018829,tt0119778,10,actress
nm0945253,tt0198610,8,actor
nm5763648,tt3589352,10,actor
nm3468691,tt1442257,3,actor
nm0850668,tt0131966,6,actor
nm0481733,tt0198549,6,actress
nm3723888,tt1754277,6,actor
nm0508521,tt0234052,2,actor
nm0436111,tt0182760,3,actor
nm0403151,tt0013366,5,actor
nm0292381,tt2048722,5,actress
nm17059322,tt39480279,10,actor
nm1741883,tt1296149,6,actor
nm0099828,tt2382422,3,actor
nm0582660,tt4127836,4,actor
nm0309670,tt0120716,6,actress
nm0925414,tt0075097,9,actor
nm0618690,tt0264446,7,actor
nm5917280,tt11179800,5,actor
nm2847166,tt2321421,4,actor
nm0202136,tt0022048,4,actress
nm15270506,tt29197477,4,actor
nm1616698,tt0408273,8,actor
nm1111451,tt0116088,8,actor
nm3125601,tt9099242,6,actor
nm12292503,tt13986872,8,actress
nm0893147,tt1371615,7,actor
nm0785000,tt0400429,2,actor
nm7315746,tt20259246,5,actress
nm18244188,tt39337450,9,actor
nm3390779,tt0085703,8,actor
nm0857726,tt5592486,2,actor
nm6749128,tt4011984,7,actress
nm2670922,tt1780864,7,actor
nm5491113,tt32315926,2,actress
nm0605788,tt0424971,6,actor
nm0882485,tt0407172,5,actress
nm3705851,tt4335698,9,actress
nm0229906,tt0319255,8,actor
nm0100283,tt0069369,12,actor
nm0946894,tt0283255,8,actor
nm0281968,tt0008504,6,actor
nm3238866,tt6634930,9,actor
nm0968794,tt0184387,2,actress
nm9116726,tt4096750,3,actor
nm0441060,tt3208372,2,actor
nm0082753,tt0250103,10,actor
nm0876561,tt0310751,2,actor
nm0942482,tt0138353,2,actor
nm1107894,tt3415084,4,actor
nm1800611,tt0228183,10,actress
nm0421105,tt27446495,4,actor
nm2863651,tt0356138,1,actor
nm2545330,tt21394742,2,actress
nm0242041,tt0020335,2,actress
nm0002025,tt0098655,2,actor
nm0049382,tt0254375,3,actor
nm2755754,tt6575200,10,actor
nm0013023,tt0156254,5,actor
nm0939153,tt0104145,6,actress
nm4177691,tt21285838,7,actress
nm1970216,tt3809616,2,actress
nm0735773,tt0209267,1,actor
nm10457318,tt3289324,1,actress
nm0015166,tt0031924,4,actress
nm2152434,tt1392227,4,actress
nm0004735,tt0116592,6,actor
nm14287465,tt23860458,5,actor
nm0000242,tt2637276,1,actor
nm1362557,tt0084517,4,actor
nm0818855,tt0078264,9,actress
nm8017940,tt9525696,1,actress
nm0257406,tt5580742,1,actress
nm5039156,tt2391817,1,actor
nm0172484,tt41634786,1,actor
nm1137410,tt4771774,9,actor
nm3191853,tt10106368,2,actor
nm3966630,tt21304540,2,actress
nm0602958,tt0274866,10,actress
nm12084518,tt13507976,5,actress
nm8895133,tt8384784,9,actor
nm2772765,tt4678428,4,actress
nm0638150,tt0435045,6,actress
nm1649756,tt1322315,3,actor
nm0391936,tt0196344,17,actress
nm0641114,tt0017423,9,actor
nm14608704,tt26929991,12,actress
nm2425482,tt0331232,2,actor
nm11775045,tt12376688,6,actor
nm0411757,tt2486536,1,actor
nm4019431,tt7688086,2,actor
nm3672989,tt0495025,5,actress
nm0065108,tt0034196,11,actor
nm0710623,tt0254218,9,actor
nm0815686,tt0382984,9,actor
nm14387377,tt36733087,2,actor
nm0770577,tt0057172,2,actor
nm15892226,tt31579700,3,actress
nm0519289,tt0121152,1,actress
nm1107053,tt0335878,1,actor
nm0519765,tt0035248,5,actor
nm13423438,tt15000578,8,actor
nm14707771,tt27369815,4,actor
nm1929800,tt3583402,5,actor
nm1964225,tt5215656,1,actress
nm8328893,tt27617853,3,actor
nm3929087,tt1663232,1,actor
nm1589156,tt4747862,3,actress
nm0605762,tt0075303,10,actress
nm5736453,tt6257246,7,actress
nm4225367,tt2139521,9,actress
nm1000331,tt9869010,1,actress
nm11431962,tt12062766,1,actor
nm0064933,tt2211718,4,actor
nm0996826,tt0481535,7,actor
nm13592794,tt0348483,10,actor
nm2080969,tt2177523,6,actress
nm13607763,tt7038762,6,actress
nm0000476,tt0092569,1,actress
nm0811293,tt0006754,2,actress
nm0205815,tt0217033,9,actress
nm0553793,tt7964104,1,actress
nm0954024,tt0385041,8,actor
nm17928034,tt38948646,6,actor
nm0319097,tt0086037,10,actor
nm2474597,tt0278592,9,actor
nm1023939,tt0192968,9,actress
nm2981634,tt0473911,3,actor
nm2280416,tt0811047,7,actor
nm0871272,tt0054943,1,actor
nm0884966,tt0212872,9,actress
nm0673311,tt15162668,3,actor
nm4672733,tt1976558,2,actor
nm0103195,tt1488589,2,actor
nm6420201,tt30151626,2,actor
nm0174240,tt0344886,2,actor
nm8501035,tt6138210,8,actor
nm1273110,tt0043307,10,actor
nm12976399,tt30280883,4,actor
nm0722029,tt0397945,3,actor
nm0056775,tt2042583,9,actor
nm6984994,tt11155172,1,actor
nm1135609,tt0272319,2,actress
nm6736148,tt9179974,6,actress
nm0151654,tt1852069,2,actor
nm0113463,tt0160370,3,actress
nm14546857,tt26680124,9,actress
nm1202390,tt0158820,4,actress
nm3662473,tt26771981,3,actor
nm0001595,tt0486640,10,actor
nm0054117,tt0038612,9,actor
nm1965009,tt2933692,1,actor
nm14987055,tt28232866,10,actor
nm2011982,tt4764490,12,actress
nm0056029,tt0010228,3,actress
nm4922092,tt2266811,11,actress
nm1120335,tt0306909,4,actor
nm4535518,tt6902934,4,actress
nm1120225,tt0414619,7,actor
nm5933464,tt3509340,4,actor
nm0100068,tt1990181,3,actor
nm0557972,tt0924318,9,actor
nm3177499,tt29615088,4,actress
nm0035151,tt0099578,5,actress
nm2912067,tt13448084,1,actor
nm0183039,tt5503688,5,actor
nm1577996,tt0350299,5,actor
nm0499123,tt0041359,10,actor
nm0526695,tt0099905,10,actor
nm0154412,tt0323576,11,actress
nm5044199,tt27410822,5,actor
nm0566902,tt32743345,1,actor
nm4885850,tt2224449,2,actress
nm7499871,tt4899552,5,actor
nm0812453,tt0028564,9,actor
nm0581050,tt0008994,6,actor
nm5860956,tt3106726,3,actress
nm0221207,tt3826264,2,actor
nm9414016,tt7626104,7,actress
nm1985545,tt0473052,2,actor
nm4431785,tt1543036,10,actress
nm6728443,tt14875206,5,actor
nm0193160,tt0193254,7,actress
nm0904293,tt0181025,8,actor
nm6961303,tt2081359,7,actor
nm2957368,tt1204312,10,actor
nm0000707,tt0101625,4,actress
nm2587006,tt12629540,8,actor
nm12181180,tt9389592,1,actor
nm16864622,tt29541721,3,actor
nm1588458,tt0453379,5,actor
nm6085340,tt4809726,7,actor
nm1593605,tt0407338,7,actress
nm0299228,tt0109277,19,actor
nm4955371,tt2306721,5,actor
nm0899786,tt0200630,7,actor
nm0740819,tt0190402,9,actor
nm1021099,tt0287015,2,actor
nm3087358,tt17050888,1,actress
nm9009021,tt22503580,2,actor
nm0862875,tt0165555,2,actor
nm17670944,tt38223430,4,actor
nm0129350,tt30973798,1,actor
nm0399427,tt13655580,2,actor
nm0312609,tt0301900,7,actor
nm0589273,tt0219883,4,actress
nm9121760,tt6690836,4,actress
nm1213820,tt1706317,7,actress
nm0002198,tt0065757,4,actor
nm0002436,tt1535102,3,actress
nm1320016,tt2181855,1,actor
nm0479475,tt0021577,4,actress
nm0904553,tt0037093,9,actress
nm0277003,tt0151019,3,actor
nm1388202,tt0353921,6,actor
nm0647378,tt0189060,4,actor
nm12778678,tt15090702,1,actor
nm12880185,tt35677963,5,actress
nm0249795,tt3220192,5,actress
nm1669597,tt5178596,7,actor
nm0786322,tt0036949,10,actress
nm0332807,tt0133349,8,actor
nm0457832,tt0102094,6,actor
nm0016166,tt0218829,3,actor
nm0392452,tt0259442,5,actor
nm1117849,tt0097280,3,actor
nm0350080,tt0378226,3,actor
nm3598843,tt1541621,5,actor
nm2748187,tt0111116,7,actor
nm0482662,tt0082706,3,actress
nm0528936,tt5768992,5,actor
nm0854900,tt1160996,7,actor
nm1235661,tt0359558,5,actress
nm0654714,tt3467370,8,actor
nm0720879,tt0086404,3,actor
nm1335387,tt13927994,3,actor
nm11444109,tt12022192,2,actor
nm0491490,tt0384517,2,actress
nm9406141,tt7613194,2,actress
nm13175039,tt15272328,7,actress
nm4368453,tt1863261,1,actor
nm0499723,tt0010149,4,actor
nm0644141,tt0899129,6,actor
